Mouse_identifier,Cage.No,Sex,P.C.F,Diet.Code,Sequence_run_identifier,Energy.density,Energy,Prot.in.diet,CHO.in.diet,Fat.in.diet,eaten,eaten.P,eaten.C,eaten.F,eaten.energy,Mouse_DNAsample_identifier,Mouse_biologicalsample_identifier,Biological.sample,Lachnospiraceae,Clostridiaceae,Deferribacteraceae,Ruminococcaceae,Bacteroidaceae,Eubacteriaceae,Clostridiales,Enterobacteriaceae,Rikenellaceae,Thermoactinomycetaceae,Lactobacillales,Porphyromonadaceae,Oscillospiraceae,Paenibacillaceae,Verrucomicrobiaceae,Peptococcaceae,Anaeroplasmataceae,Bacillaceae,Acholeplasmataceae,Lactobacillaceae,Clostridia,Thermoanaerobacteraceae,Streptococcaceae,Planococcaceae,Bacillales,Catabacteriaceae,Aerococcaceae,Bacteroidales,Mollicutes,Spirochaetaceae,Desulfovibrionaceae,Erysipelotrichaceae,Heliobacteriaceae,Enterococcaceae,Carnobacteriaceae,Peptostreptococcaceae,Nocardiaceae,Prevotellaceae,Lumbricoplasmataceae,Rhodobacteraceae,Actinobacteria,Staphylococcaceae,Pseudomonadaceae,Moraxellaceae,Acetobacteraceae,Hyphomicrobiaceae,Spiroplasmataceae,Alcaligenaceae,Sphingobacteriaceae,Veillonellaceae,Acidaminococcaceae,Desulfobacteraceae,Halanaerobiaceae,Alteromonadaceae,Syntrophaceae,Haloplasmataceae,Coriobacteriaceae,Bradyrhizobiaceae,Pasteurellaceae,Xanthomonadaceae,Desulfobulbaceae,Natranaerobiaceae,Myxococcaceae,Alicyclobacillaceae,Vibrionaceae,Micrococcaceae,Succinivibrionaceae,Cardiobacteriaceae,Bifidobacteriaceae,Sphingomonadaceae,Oxalobacteraceae,Microbacteriaceae,Rhizobiaceae,Comamonadaceae,Brucellaceae,Pelobacteraceae,Shewanellaceae,Listeriaceae,Syntrophomonadaceae,Cytophagaceae,Rhodospirillaceae,Solibacteraceae,Aeromonadaceae,Brevibacteriaceae,Chromatiaceae,Flavobacteriaceae,Parvularculaceae,Streptomycetaceae,Geobacteraceae,TM7,Gordoniaceae,Thermaceae,Chroococcales,Neisseriaceae,Syntrophobacteraceae,Synergistaceae,Firmicutes,Pseudomonadales,Halomonadaceae,Rickettsiaceae,Rhodocyclaceae,Marinilabiaceae,Desulfuromonadaceae,Campylobacteraceae,Pseudoalteromonadaceae,Piscirickettsiaceae,Ferrimonadaceae,Saprospiraceae,Gammaproteobacteria,Deinococcaceae,Sinobacteraceae,Corynebacteriaceae,Graciibacteraceae,Sporolactobacillaceae,Oscillatoriales,Colwelliaceae,Entomoplasmataceae,Thermosporotrichaceae,Fusobacteriaceae,Nostocaceae,Rickettsiales,Bdellovibrionaceae,Actinomycetaceae,Cellulomonadaceae,Thiotrichaceae,Thermoanaerobacterales,Alcanivoracaceae,Sphingobacteria,Oceanospirillales,Caulobacteraceae,Burkholderiales,Mycoplasmataceae,Clostridiaceae unclassified,Holophagaceae,Bacillaceae unclassified,Bacteroidaceae unclassified,Sutterellaceae,Lactobacillaceae unclassified,Leuconostocaceae,Chlorobiaceae,Acidobacteriaceae,Nitriliruptoraceae,Burkholderiaceae,Gemmatimonadaceae,Propionibacteriaceae,Coxiellaceae,Intrasporangiaceae,Rubrobacteraceae,Oceanospirillaceae,Stapylococcaceae,Oscillatoriaceae unclassified,Conexibacteraceae,Pleurocapsaceae unclassified,Thermoanaerobacteraceae unclassified,BRC1,Desulfonatronumaceae,Flammeovirgaceae,Prochlorococcaceae,Stigonemataceae unclassified,Scytonemataceae,Chroococcaceae unclassified,Methylobacteriaceae,Cryomorphaceae,Leptospiraceae,Idiomarinaceae,Nannocystaceae,Flavobacteriaceae unclassified,Thermolithobacteraceae,Helicobacteraceae,Celerinatantimonadaceae,Pasteuriaceae,Phyllobacteriaceae,Rickettsiaceae unclassified,Parachlamydiaceae,Desulfohalobiaceae,Methylococcaceae,WS3,Oscillochloridaceae,Nocardiopsaceae,Thermodesulfobiaceae,Nocardioidaceae,Puniceicoccaceae,Methylophilaceae,Hydrogenothermaceae,Acidithiobacillaceae,Cyanobacteria,Elusimicrobiaceae,Halobacteroidaceae,Dietziaceae,Hydrogenophilaceae,Bacteriovoracaceae,Sanguibacteraceae,Pseudonocardiaceae,Cyclobacteriaceae,Beijerinckiaceae,Desulfomicrobiaceae,Gallionellaceae,Nitrospinaceae,Total reads
111,21,M,60/20/20,SF09-044,TRTL_0211_11,3 kcal,MED,7544.25,2510.4,2510.4,2.5,18.87,6.28,6.28,31.43,111_cecum_1,111_cecum,cecum,15.65,39.4,9.69,4.6,9.01,3.17,2.97,4.06,2.67,0.88,0.84,0.47,0.26,0.07,1.12,0.05,0,0.19,0.03,3.21,0.15,0.26,0.07,0.04,0.03,0.03,0.03,0.07,0.07,0.05,0,0.01,0,0,0.05,0,0,0.03,0,0,0,0,0,0,0,0,0,0.74,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7412
112,22,F,60/20/20,SF09-044,TRTL_0211_12,3 kcal,MED,7544.25,2510.4,2510.4,2.34,17.65,5.87,5.87,29.4,112_cecum_1,112_cecum,cecum,4.93,43.6,3.35,3.39,23.48,10.65,5.28,0.04,1.8,0.01,0.09,0.44,0.01,0.14,0.06,0.1,0,0.13,0,1.63,0.08,0.06,0.08,0.04,0.04,0.06,0,0.1,0,0,0,0.25,0.01,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7991
113,24,F,5/75/20,sf09-047,TRTL_0211_13,3 kcal,med,628.69,9414,2510.4,2.84,1.79,26.76,7.13,35.68,113_cecum_1,113_cecum,cecum,16.79,30.64,8.38,5.62,12.28,9.23,5.46,2.54,3.58,1.55,1.14,0.32,0.07,0.22,0,0.23,0.31,0.31,0.08,0.15,0.07,0.17,0.13,0.02,0.11,0.22,0,0.07,0.06,0.01,0.01,0.11,0,0.02,0.01,0,0,0.05,0,0,0,0,0.01,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8769
114,27,M,33/48/20,SF09-053,TRTL_0211_14,3 kcal,MED,4149.34,6024.96,2510.4,3.21,13.31,19.32,8.05,40.68,114_cecum_1,114_cecum,cecum,20.04,43.95,1.36,4.58,2.89,11.19,7.15,0.05,0.84,1.74,0.45,0.2,0.04,0.26,0.08,1.36,0,0.21,0.21,2.39,0.06,0.18,0.09,0.03,0.09,0.18,0.02,0.06,0.05,0,0.01,0.05,0,0,0.02,0.01,0,0.04,0,0,0,0,0.01,0,0,0.01,0,0.01,0,0.01,0,0,0,0.02,0.01,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9650
115,28,F,33/48/20,SF09-053,TRTL_0211_15,3 kcal,MED,4149.34,6024.96,2510.4,2.69,11.15,16.19,6.75,34.09,115_cecum_1,115_cecum,cecum,6.69,52.14,1.09,4.83,15.42,6.91,2.93,0.23,3.3,0.26,0.5,0.77,0.05,0.12,0,0.04,0.01,0.11,0,2.53,0.1,0.11,0.03,0.05,0.01,0.14,0.01,0.15,1.15,0,0,0.01,0,0,0.03,0.03,0,0.12,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7365
116,29,M,33/20/48,SF09-056,TRTL_0211_16,3 kcal,MED,4149.34,2510.4,6024.96,3.06,12.7,7.69,18.45,38.84,116_cecum_1,116_cecum,cecum,35.84,18.16,0,12.12,5.28,9.42,6.13,1.69,1.98,4.31,1.27,0.27,0.34,0.37,0.57,0.07,0,0.33,0,1.09,0.05,0.26,0.01,0.07,0.08,0.12,0,0.04,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8452
117,30,F,33/20/48,SF09-056,TRTL_0211_17,3 kcal,MED,4149.34,2510.4,6024.96,2.87,11.91,7.21,17.3,36.42,117_cecum_1,117_cecum,cecum,12.91,15.42,7.54,6.25,38.02,5.2,1.53,1.24,3.6,0,0.79,2.58,0.2,0.09,2.94,0.03,0.15,0.25,0,0.14,0.04,0.3,0.06,0.1,0.01,0.17,0,0.26,0,0,0.01,0.09,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10065
118,33,M,14/29/57,SF09-062,TRTL_0211_64,3 kcal,MED,1760.33,3640.08,7154.64,3.68,6.48,13.41,26.35,46.24,118_cecum_1,118_cecum,cecum,8.21,15.42,2.26,6.21,35.85,10.73,5.35,2.27,4.04,1.42,0.22,0.75,0.38,0.18,0.69,0.23,0,0.1,0.01,0.88,0.06,0.09,0.16,0.04,0.05,0.06,0.02,0.1,3.12,0.05,0,0.04,0.01,0.32,0.04,0,0,0.05,0.53,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7641
119,35,M,14/57/29,SF09-065,TRTL_0211_19,3 kcal,MED,1760.33,7154.64,3640.08,3.08,5.42,22.05,11.22,38.69,119_cecum_1,119_cecum,cecum,35.46,24.25,6.63,5.2,5.87,8.53,5.08,2.38,1.76,0.02,0.65,0.1,0.19,0.18,1.08,0.23,0.92,0.21,0.08,0.13,0.04,0.08,0.06,0.05,0.02,0.14,0.02,0.01,0.01,0.01,0,0.51,0,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8403
120,36,F,14/57/29,SF09-065,TRTL_0211_20,3 kcal,MED,1760.33,7154.64,3640.08,2.67,4.7,19.13,9.73,33.56,120_cecum_1,120_cecum,cecum,21.67,23.53,6.15,8.34,9.87,11.43,5.88,0.78,4.78,1.38,0.94,0.12,0.11,0.27,0.14,1.19,0.09,0.28,0.13,0.34,0.02,0.13,0.06,0.05,0.08,0.4,0.01,0.11,0.7,0,0.01,0.84,0.01,0,0.02,0.01,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.01,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8551
121,37,M,42/29/29,SF09-068,TRTL_0211_65,3 kcal,MED,5280.97,3640.08,3640.08,2.93,15.45,10.65,10.65,36.74,121_cecum_1,121_cecum,cecum,27.94,18.66,13.03,8.36,3.72,8.39,6.12,4.95,2.83,1.56,1.07,0.07,0.86,0.12,0,0.22,0.9,0.46,0.03,0.16,0.08,0.04,0.07,0.03,0,0.01,0,0,0.03,0.01,0.04,0.04,0,0,0,0,0,0.08,0.01,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8746
122,38,F,42/29/29,SF09-068,TRTL_0211_22,3 kcal,MED,5280.97,3640.08,3640.08,2.68,14.14,9.74,9.74,33.62,122_cecum_1,122_cecum,cecum,29.12,19.13,4.31,12.21,11.05,10.4,3.38,0.29,2.22,0.78,1.04,0.33,0.84,0.66,0.1,0.25,0.6,0.41,0.01,1.09,0.34,0.09,0.41,0.19,0.01,0.04,0.04,0.25,0,0.04,0.05,0.03,0,0.01,0.01,0,0,0.15,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0,0.02,0.03,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15070
123,39,M,23/38/38,SF09-071,TRTL_0211_23,3 kcal,MED,2891.96,4769.76,4769.76,3.68,10.63,17.53,17.53,45.7,123_cecum_1,123_cecum,cecum,34.46,18.31,7.22,8.97,8.72,9.82,3.48,1.13,2.9,0.12,0.63,0.46,0.7,0.33,0.09,0.84,0.3,0.42,0,0.19,0.08,0.07,0.06,0.1,0.03,0.07,0.04,0.12,0.06,0.01,0.04,0,0,0,0.02,0.01,0.01,0.03,0.02,0,0,0,0.01,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0.03,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9839
124,40,F,23/38/38,SF09-071,TRTL_0211_24,3 kcal,MED,2891.96,4769.76,4769.76,2.46,7.11,11.73,11.73,30.58,124_cecum_1,124_cecum,cecum,20.86,15.38,11.41,11.15,9.49,8.38,5.26,2.71,5.18,0,0.85,3.06,0.72,0.5,0.48,0.27,0.17,0.43,1.44,0.87,0.07,0.13,0.04,0.16,0.04,0.11,0.05,0.11,0.23,0,0.01,0.07,0.05,0,0.01,0,0,0.13,0.11,0.01,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7450
125,41,M,60/20/20,SF09-045,TRTL_0211_25,4 kcal,High,10059.01,3347.2,3347.2,2.57,25.82,8.59,8.59,43,125_cecum_1,125_cecum,cecum,0.56,20.91,0.01,2.86,1.05,1.13,54.14,0.01,0.2,0.04,0.03,0.47,0.01,0.11,1.02,1.6,0.01,0.2,0.49,0.33,0.01,0.02,0.08,0.01,0.01,0.02,0,0.14,0.09,0,0,13.66,0,0,0.01,0,0,0.42,0.01,0,0,0,0,0,0,0,0.01,0.09,0,0.01,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15850
126,42,F,60/20/20,SF09-045,TRTL_0211_26,4 kcal,High,10059.01,3347.2,3347.2,2.19,22.04,7.33,7.33,36.71,126_cecum_1,126_cecum,cecum,0.15,40.75,0,1.58,0.48,0.41,38.12,0,0.03,0.04,0,0.11,0,0.03,2.05,0.05,0,0.34,0.06,2.62,0,0,0,0.03,0,0,0,0.09,0.03,0,0.01,12.67,0,0.01,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.14,0,0,0.02,0,0,0,0,0,0,0,0,0.09,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20517
127,43,M,5/75/20,sf09-048,TRTL_0211_27,4 kcal,high,838.25,12552,3347.2,2.91,2.44,36.49,9.73,48.65,127_cecum_1,127_cecum,cecum,4.66,43.22,0.21,3.07,3.1,1.91,33.08,0.11,0.47,0.03,0.17,2.13,0.04,0.11,0,1.21,0,0.23,0.03,0.09,0,0.04,0.08,0.01,0.03,0.03,0.01,0.73,0.92,0.04,0.01,3.56,0,0,0,0.01,0,0.07,0.44,0,0,0,0.01,0,0,0,0,0.04,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14187
128,44,F,5/75/20,sf09-048,TRTL_0211_28,4 kcal,high,838.25,12552,3347.2,2.41,2.02,30.19,8.05,40.25,128_cecum_1,128_cecum,cecum,2.66,81.05,0.09,2.34,1.67,0.66,1.91,0.02,0.13,0,0.1,2.55,0.04,0.06,0.77,0.15,0,0.17,0,0.63,0,0.08,0.03,0.02,0,0.04,0,0.39,0.01,0.03,0,3.94,0,0,0.01,0,0,0.13,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17199
129,45,M,5/20/75,sf09-051,TRTL_0211_29,4 kcal,high,838.25,3347.2,12552,2.54,2.13,8.5,31.89,42.52,129_cecum_1,129_cecum,cecum,13.74,10.42,33.09,4.76,12.1,6.17,2.76,0.64,2.51,0.92,0.76,5.14,0.17,0.2,1.36,1.29,0.24,0.52,0.9,0.12,0.01,0.14,0.03,0.1,0.02,0.05,0.01,0.43,0.24,0.32,0.02,0.3,0,0.02,0,0.01,0,0.19,0.09,0,0,0.03,0.03,0.04,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13522
130,46,F,5/20/75,sf09-051,TRTL_0211_30,4 kcal,high,838.25,3347.2,12552,3.28,2.75,10.98,41.18,54.9,130_cecum_1,130_cecum,cecum,20.34,13.39,15.91,6.23,10.72,4.95,6.04,4.76,2.62,0.6,0.52,4.52,0.31,0.37,0.23,0.94,4.16,0.58,0.14,0.84,0.01,0.16,0.22,0.16,0.04,0.08,0.1,0.14,0,0,0,0.24,0,0.06,0.01,0,0,0.14,0,0.02,0,0,0.08,0,0,0,0.01,0.04,0.12,0,0,0,0.01,0,0,0.02,0.01,0,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0.04,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8318
131,47,M,33/48/20,SF09-054,TRTL_0211_31,4 kcal,HIGH,5532.46,8033.28,3347.2,2.93,16.19,23.51,9.79,49.49,131_cecum_1,131_cecum,cecum,1.61,67.76,0.01,1.72,5.57,0.8,4.23,0.04,0.6,0.04,0.02,0.63,0.02,0.1,0,0.78,0,0.05,0.01,0.83,0,0.01,0.11,0.07,0.01,0.04,0.04,0.58,0.12,0.01,0,13.75,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16474
